,freeze,Tracesample,buffer#,finefreeze,wc,Seconds,SecondsofDayNoPPS,TimeStampsNoPPS
4048,342151399,27,0,87590758272,87590758224,0.00010120000024471665,73826.221884425,0 days 20:30:26.221884
4049,342151399,27,0,87590758272,87590758225,0.00010122499998033163,73826.22188445,0 days 20:30:26.221884
4050,342151399,27,0,87590758272,87590758226,0.00010125000017069397,73826.221884475,0 days 20:30:26.221884
4051,342151399,27,0,87590758272,87590758227,0.00010127499990630895,73826.2218845,0 days 20:30:26.221885
4052,342151399,27,0,87590758272,87590758228,0.00010130000009667128,73826.221884525,0 days 20:30:26.221885
4053,342151399,27,0,87590758272,87590758229,0.00010132500028703362,73826.22188455,0 days 20:30:26.221885
4054,342151399,27,0,87590758272,87590758230,0.0001013500000226486,73826.221884575,0 days 20:30:26.221885
4055,342151399,27,0,87590758272,87590758231,0.00010137500021301094,73826.2218846,0 days 20:30:26.221885
4056,342151399,27,0,87590758272,87590758232,0.00010139999994862592,73826.221884625,0 days 20:30:26.221885
4057,342151399,29,0,87590758272,87590758233,0.00010142500013898825,73826.22188465,0 days 20:30:26.221885
4058,342151399,38,0,87590758272,87590758234,0.00010145000032935059,73826.221884675,0 days 20:30:26.221885
4059,342151399,54,0,87590758272,87590758235,0.00010147500006496557,73826.2218847,0 days 20:30:26.221885
4060,342151399,70,0,87590758272,87590758236,0.0001015000002553279,73826.221884725,0 days 20:30:26.221885
4061,342151399,82,0,87590758272,87590758237,0.00010152499999094289,73826.22188475,0 days 20:30:26.221885
4062,342151399,89,0,87590758272,87590758238,0.00010155000018130522,73826.221884775,0 days 20:30:26.221885
